index, coord.x, coord.y, age, household.index
200, -0.186608, 0.112104, 43, 61
201, -0.186608, 0.112104, 75, 61
202, -0.18854, 0.111261, 0, 62
203, -0.18854, 0.111261, 30, 62
204, -0.188379, 0.111539, 6, 63
205, -0.188379, 0.111539, 58, 63
206, -0.188379, 0.111539, 56, 63
207, -0.188379, 0.111539, 0, 63
208, -0.188379, 0.111539, 50, 63
209, -0.188339, 0.110792, 25, 64
210, -0.188339, 0.110792, 14, 64
211, -0.188339, 0.110792, 67, 64
212, -0.188339, 0.110792, 50, 64
213, -0.187756, 0.112108, 55, 65
214, -0.187756, 0.112108, 66, 65
215, -0.186911, 0.111084, 2, 66
216, -0.186911, 0.111084, 44, 66
217, -0.186911, 0.111084, 58, 66
218, -0.188401, 0.111647, 24, 67
219, -0.188401, 0.111647, 18, 67
220, -0.188401, 0.111647, 74, 67
221, -0.188401, 0.111647, 76, 67
222, -0.188043, 0.111752, 61, 68
223, -0.188043, 0.111752, 54, 68
224, -0.188043, 0.111752, 3, 68
225, -0.188043, 0.111752, 30, 68
226, -0.185124, 0.110306, 16, 69
227, -0.18601, 0.110724, 7, 70
228, -0.18601, 0.110724, 10, 70
229, -0.18784, 0.111956, 61, 71
230, -0.18784, 0.111956, 79, 71
231, -0.18784, 0.111956, 31, 71
232, -0.18784, 0.111956, 25, 71
233, -0.187973, 0.111461, 3, 72
234, -0.187973, 0.111461, 11, 72
235, -0.187973, 0.111461, 5, 72
236, -0.18554, 0.108815, 64, 73
237, -0.18554, 0.108815, 44, 73
238, -0.18554, 0.108815, 10, 73
239, -0.18554, 0.108815, 22, 73
240, -0.18554, 0.108815, 15, 73
241, -0.18554, 0.108815, 30, 73
242, -0.186378, 0.112623, 14, 74
243, -0.186378, 0.112623, 26, 74
244, -0.186378, 0.112623, 21, 74
245, -0.188502, 0.111402, 1, 75
246, -0.188502, 0.111402, 7, 75
247, -0.188502, 0.111402, 44, 75
248, -0.188502, 0.111402, 22, 75
249, -0.188502, 0.111402, 17, 75
250, -0.188131, 0.110594, 7, 76
251, -0.188131, 0.110594, 14, 76
252, -0.187798, 0.111946, 23, 77
253, -0.187798, 0.111946, 0, 77
254, -0.187798, 0.111946, 17, 77
255, -0.187763, 0.111856, 7, 78
256, -0.187763, 0.111856, 14, 78
257, -0.187757, 0.111856, 71, 79
258, -0.187757, 0.111856, 54, 79
259, -0.18666, 0.11258, 76, 80
260, -0.18666, 0.11258, 25, 80
261, -0.18666, 0.11258, 45, 80
262, -0.18666, 0.11258, 22, 80
263, -0.18666, 0.11258, 55, 80
264, -0.188635, 0.111444, 37, 81
265, -0.188635, 0.111444, 9, 81
266, -0.188635, 0.111444, 29, 81
267, -0.188635, 0.111444, 75, 81
268, -0.188635, 0.111444, 76, 81
269, -0.188635, 0.111444, 59, 81
270, -0.188635, 0.111444, 10, 81
271, -0.188635, 0.111444, 69, 81
272, -0.188579, 0.111304, 28, 82
273, -0.188579, 0.111304, 42, 82
274, -0.186834, 0.112187, 56, 83
275, -0.186834, 0.112187, 32, 83
276, -0.186834, 0.112187, 32, 83
277, -0.186834, 0.112187, 75, 83
278, -0.186834, 0.112187, 63, 83
279, -0.188553, 0.111483, 57, 84
280, -0.188553, 0.111483, 72, 84
281, -0.184322, 0.111951, 74, 85
282, -0.184322, 0.111951, 6, 85
283, -0.184322, 0.111951, 26, 85
284, -0.1881, 0.111693, 11, 86
285, -0.185649, 0.112296, 28, 87
286, -0.185649, 0.112296, 20, 87
287, -0.185649, 0.112296, 21, 87
288, -0.188562, 0.111157, 36, 88
289, -0.18872, 0.11114, 44, 89
290, -0.18872, 0.11114, 22, 89
291, -0.186548, 0.112597, 18, 90
292, -0.186548, 0.112597, 27, 90
293, -0.186548, 0.112597, 76, 90
294, -0.186548, 0.112597, 27, 90
295, -0.186908, 0.112131, 6, 91
296, -0.186908, 0.112131, 42, 91
297, -0.186211, 0.112741, 49, 92
298, -0.186211, 0.112741, 17, 92
299, -0.186211, 0.112741, 55, 92
300, -0.188623, 0.111277, 38, 93
301, -0.188623, 0.111277, 8, 93
302, -0.188623, 0.111277, 26, 93
303, -0.188623, 0.111277, 71, 93
304, -0.185849, 0.108623, 13, 94
305, -0.185849, 0.108623, 40, 94
306, -0.185849, 0.108623, 20, 94
307, -0.187061, 0.108817, 48, 95
308, -0.187061, 0.108817, 10, 95
309, -0.187061, 0.108817, 8, 95
310, -0.187061, 0.108817, 69, 95
311, -0.187911, 0.111924, 74, 96
312, -0.187911, 0.111924, 11, 96
313, -0.187911, 0.111924, 40, 96
314, -0.186219, 0.112721, 52, 97
315, -0.186219, 0.112721, 30, 97
316, -0.186219, 0.112721, 41, 97
317, -0.186219, 0.112721, 68, 97
318, -0.188492, 0.111028, 27, 98
319, -0.188492, 0.111028, 55, 98
320, -0.188492, 0.111028, 66, 98
321, -0.188492, 0.111028, 47, 98
322, -0.187596, 0.111944, 10, 99
323, -0.187596, 0.111944, 39, 99
324, -0.187596, 0.111944, 15, 99
325, -0.187596, 0.111944, 17, 99
326, -0.187793, 0.111972, 48, 100
327, -0.187793, 0.111972, 30, 100
328, -0.187793, 0.111972, 58, 100
329, -0.187793, 0.111972, 65, 100
330, -0.187793, 0.111972, 46, 100
331, -0.187793, 0.111972, 6, 100
332, -0.185644, 0.110689, 77, 101
333, -0.185644, 0.110689, 4, 101
334, -0.185644, 0.110689, 46, 101
335, -0.185644, 0.110689, 38, 101
336, -0.188212, 0.111631, 28, 102
337, -0.188212, 0.111631, 6, 102
338, -0.188212, 0.111631, 21, 102
339, -0.188581, 0.111523, 41, 103
340, -0.188581, 0.111523, 30, 103
341, -0.187516, 0.111878, 6, 104
342, -0.187516, 0.111878, 60, 104
343, -0.187516, 0.111878, 63, 104
344, -0.18819, 0.110504, 67, 105
345, -0.18819, 0.110504, 49, 105
346, -0.188385, 0.11145, 20, 106
347, -0.188385, 0.11145, 39, 106
348, -0.188385, 0.11145, 32, 106
349, -0.187598, 0.111984, 46, 107
350, -0.185915, 0.110775, 49, 108
351, -0.188225, 0.110905, 51, 109
352, -0.188225, 0.110905, 24, 109
353, -0.188225, 0.110905, 47, 109
354, -0.188225, 0.110905, 66, 109
355, -0.187291, 0.112044, 37, 110
356, -0.187291, 0.112044, 31, 110
357, -0.187291, 0.112044, 2, 110
358, -0.188234, 0.111615, 79, 111
359, -0.188234, 0.111615, 57, 111
360, -0.188234, 0.111615, 56, 111
361, -0.188234, 0.111615, 73, 111
362, -0.187628, 0.111901, 77, 112
363, -0.187628, 0.111901, 29, 112
364, -0.187834, 0.107984, 20, 113
365, -0.187834, 0.107984, 2, 113
366, -0.187834, 0.107984, 4, 113
367, -0.187834, 0.107984, 73, 113
368, -0.188306, 0.111666, 41, 114
369, -0.188306, 0.111666, 50, 114
370, -0.188306, 0.111666, 45, 114
371, -0.187623, 0.111966, 52, 115
372, -0.187623, 0.111966, 8, 115
373, -0.187623, 0.111966, 14, 115
374, -0.185209, 0.110014, 25, 116
375, -0.185209, 0.110014, 66, 116
376, -0.185209, 0.110014, 73, 116
377, -0.185209, 0.110014, 54, 116
378, -0.185209, 0.110014, 22, 116
379, -0.185209, 0.110014, 14, 116
380, -0.18755, 0.111921, 25, 117
381, -0.18755, 0.111921, 15, 117
382, -0.18755, 0.111921, 56, 117
383, -0.188473, 0.111603, 24, 118
384, -0.188473, 0.111603, 6, 118
385, -0.188473, 0.111603, 75, 118
386, -0.188473, 0.111603, 78, 118
387, -0.188426, 0.111357, 26, 119
388, -0.188426, 0.111357, 76, 119
389, -0.188426, 0.111357, 57, 119
390, -0.188426, 0.111357, 48, 119
391, -0.188426, 0.111357, 49, 119
392, -0.188531, 0.111346, 70, 120
393, -0.188531, 0.111346, 40, 120
394, -0.189722, 0.108204, 70, 121
395, -0.189722, 0.108204, 68, 121
396, -0.189722, 0.108204, 21, 121
397, -0.189722, 0.108204, 18, 121
398, -0.18835, 0.111682, 24, 122
399, -0.18835, 0.111682, 20, 122
400, -0.18835, 0.111682, 37, 122
401, -0.18835, 0.111682, 66, 122
402, -0.18835, 0.111682, 29, 122
403, -0.18835, 0.111682, 5, 122
404, -0.18835, 0.111682, 77, 122
405, -0.186227, 0.110305, 53, 123
406, -0.186227, 0.110305, 30, 123
407, -0.187683, 0.111911, 51, 124
408, -0.187683, 0.111911, 16, 124
409, -0.187683, 0.111911, 48, 124
410, -0.187683, 0.111911, 38, 124
411, -0.187683, 0.111911, 12, 124
412, -0.18858, 0.111371, 19, 125
413, -0.18858, 0.111371, 36, 125
414, -0.18858, 0.111371, 33, 125
415, -0.188421, 0.11109, 47, 126
416, -0.188421, 0.11109, 20, 126
417, -0.187831, 0.111813, 29, 127
418, -0.187831, 0.111813, 55, 127
419, -0.187831, 0.111813, 77, 127
420, -0.187855, 0.110958, 33, 128
421, -0.187855, 0.110958, 78, 128
422, -0.187855, 0.110958, 67, 128
423, -0.188131, 0.111594, 66, 129
424, -0.188131, 0.111594, 13, 129
425, -0.188131, 0.111594, 28, 129
426, -0.188131, 0.111594, 57, 129
427, -0.188131, 0.111594, 63, 129
428, -0.188127, 0.111739, 78, 130
429, -0.188127, 0.111739, 75, 130
430, -0.188729, 0.111178, 13, 131
431, -0.188729, 0.111178, 12, 131
432, -0.188095, 0.111627, 77, 132
433, -0.188095, 0.111627, 57, 132
434, -0.188095, 0.111627, 60, 132
435, -0.188095, 0.111627, 78, 132
436, -0.188775, 0.11121, 79, 133
437, -0.188775, 0.11121, 14, 133
438, -0.188775, 0.11121, 45, 133
439, -0.188775, 0.11121, 49, 133
440, -0.188773, 0.111379, 42, 134
441, -0.188773, 0.111379, 72, 134
442, -0.188773, 0.111379, 46, 134
443, -0.188777, 0.111405, 40, 135
444, -0.187721, 0.111865, 29, 136
445, -0.187721, 0.111865, 22, 136
446, -0.187721, 0.111865, 43, 136
447, -0.188494, 0.111085, 34, 137
448, -0.188494, 0.111085, 76, 137
449, -0.188494, 0.111085, 77, 137
450, -0.186854, 0.112485, 53, 138
451, -0.187168, 0.11207, 51, 139
452, -0.187168, 0.11207, 11, 139
453, -0.187168, 0.11207, 48, 139
454, -0.187168, 0.11207, 10, 139
455, -0.186908, 0.111975, 72, 140
456, -0.186908, 0.111975, 50, 140
457, -0.186908, 0.111975, 61, 140
458, -0.186908, 0.111975, 28, 140
459, -0.186908, 0.111975, 35, 140
460, -0.187576, 0.112035, 79, 141
461, -0.187576, 0.112035, 26, 141
462, -0.188207, 0.111594, 57, 142
463, -0.188207, 0.111594, 67, 142
464, -0.188207, 0.111594, 70, 142
465, -0.188513, 0.108224, 77, 143
466, -0.188513, 0.108224, 5, 143
467, -0.188513, 0.108224, 39, 143
468, -0.188513, 0.108224, 25, 143
469, -0.188513, 0.108224, 13, 143
470, -0.188513, 0.108224, 20, 143
471, -0.187321, 0.112106, 24, 144
472, -0.187321, 0.112106, 47, 144
473, -0.187321, 0.112106, 73, 144
474, -0.187321, 0.112106, 51, 144
475, -0.187321, 0.112106, 10, 144
476, -0.1882, 0.111633, 8, 145
477, -0.1882, 0.111633, 47, 145
478, -0.1882, 0.111633, 0, 145
479, -0.1882, 0.111633, 30, 145
480, -0.188196, 0.111687, 68, 146
481, -0.188196, 0.111687, 25, 146
482, -0.188196, 0.111687, 3, 146
483, -0.188196, 0.111687, 50, 146
484, -0.188196, 0.111687, 8, 146
485, -0.186556, 0.111581, 68, 147
486, -0.188461, 0.111033, 35, 148
487, -0.188461, 0.111033, 54, 148
488, -0.188461, 0.111033, 44, 148
489, -0.188461, 0.111033, 3, 148
490, -0.188468, 0.111451, 15, 149
491, -0.188468, 0.111451, 19, 149
492, -0.188259, 0.111581, 36, 150
493, -0.188259, 0.111581, 63, 150
494, -0.188259, 0.111581, 28, 150
495, -0.188259, 0.111581, 58, 150
496, -0.188028, 0.111776, 55, 151
497, -0.188028, 0.111776, 3, 151
498, -0.188028, 0.111776, 57, 151
499, -0.188028, 0.111776, 30, 151
500, -0.185139, 0.110086, 20, 152
501, -0.185139, 0.110086, 63, 152
502, -0.185139, 0.110086, 55, 152
503, -0.188444, 0.111501, 24, 153
504, -0.188444, 0.111501, 44, 153
505, -0.188444, 0.111501, 13, 153
506, -0.188444, 0.111501, 78, 153
507, -0.184867, 0.109738, 76, 154
508, -0.184867, 0.109738, 27, 154
509, -0.184867, 0.109738, 76, 154
510, -0.184867, 0.109738, 77, 154
511, -0.184867, 0.109738, 61, 154
512, -0.188152, 0.110606, 57, 155
513, -0.188152, 0.110606, 22, 155
514, -0.188152, 0.110606, 31, 155
515, -0.188498, 0.111341, 66, 156
516, -0.188498, 0.111341, 79, 156
517, -0.188498, 0.111341, 4, 156
518, -0.18857, 0.111238, 24, 157
519, -0.18857, 0.111238, 24, 157
520, -0.188089, 0.110622, 69, 158
521, -0.188089, 0.110622, 25, 158
522, -0.188089, 0.110622, 21, 158
523, -0.188089, 0.110622, 19, 158
524, -0.188141, 0.111826, 48, 159
525, -0.188658, 0.109262, 50, 160
526, -0.188658, 0.109262, 57, 160
527, -0.188658, 0.109262, 28, 160
528, -0.188658, 0.109262, 34, 160
529, -0.188658, 0.109262, 50, 160
530, -0.188658, 0.109262, 31, 160
531, -0.186936, 0.112105, 16, 161
532, -0.186936, 0.112105, 31, 161
533, -0.186936, 0.112105, 19, 161
534, -0.186936, 0.112105, 1, 161
535, -0.187969, 0.111841, 10, 162
536, -0.187969, 0.111841, 51, 162
537, -0.18853, 0.111356, 27, 163
538, -0.18853, 0.111356, 70, 163
539, -0.18853, 0.111356, 45, 163
540, -0.18853, 0.111356, 38, 163
541, -0.188096, 0.111628, 57, 164
542, -0.188096, 0.111628, 76, 164
543, -0.188096, 0.111628, 64, 164
544, -0.188096, 0.111628, 33, 164
545, -0.188096, 0.111628, 70, 164
546, -0.18832, 0.110791, 46, 165
547, -0.18832, 0.110791, 12, 165
548, -0.18832, 0.110791, 31, 165
549, -0.18832, 0.110791, 62, 165
550, -0.18832, 0.110791, 7, 165
551, -0.186314, 0.110827, 1, 166
552, -0.186314, 0.110827, 19, 166
553, -0.187487, 0.112001, 74, 167
554, -0.187487, 0.112001, 8, 167
555, -0.187487, 0.112001, 14, 167
556, -0.187671, 0.111912, 57, 168
557, -0.187671, 0.111912, 78, 168
558, -0.188082, 0.111564, 65, 169
559, -0.188082, 0.111564, 28, 169
560, -0.188082, 0.111564, 27, 169
561, -0.188082, 0.111564, 22, 169
562, -0.188082, 0.111564, 61, 169
563, -0.186114, 0.112105, 37, 170
564, -0.186114, 0.112105, 22, 170
565, -0.186114, 0.112105, 54, 170
566, -0.186114, 0.112105, 4, 170
567, -0.188523, 0.111246, 29, 171
568, -0.188523, 0.111246, 33, 171
569, -0.188199, 0.111635, 71, 172
570, -0.188199, 0.111635, 79, 172
571, -0.188199, 0.111635, 34, 172
572, -0.188199, 0.111635, 64, 172
573, -0.188199, 0.111635, 7, 172
574, -0.188203, 0.110545, 47, 173
575, -0.188203, 0.110545, 38, 173
576, -0.188203, 0.110545, 43, 173
577, -0.188441, 0.111459, 66, 174
578, -0.188441, 0.111459, 44, 174
579, -0.188441, 0.111459, 23, 174
580, -0.18855, 0.111516, 47, 175
581, -0.18858, 0.111351, 52, 176
582, -0.18858, 0.111351, 10, 176
583, -0.18858, 0.111351, 47, 176
584, -0.18858, 0.111351, 52, 176
585, -0.18858, 0.111351, 43, 176
586, -0.188208, 0.111661, 44, 177
587, -0.188208, 0.111661, 76, 177
588, -0.188208, 0.111661, 31, 177
589, -0.188208, 0.111661, 46, 177
590, -0.188208, 0.111661, 76, 177
591, -0.188033, 0.111415, 35, 178
592, -0.188033, 0.111415, 8, 178
593, -0.188447, 0.111527, 34, 179
594, -0.185374, 0.110174, 61, 180
595, -0.185374, 0.110174, 52, 180
596, -0.185374, 0.110174, 79, 180
597, -0.185374, 0.110174, 43, 180
598, -0.185374, 0.110174, 75, 180
599, -0.185374, 0.110174, 4, 180
600, -0.186715, 0.112708, 2, 181
601, -0.186715, 0.112708, 13, 181
602, -0.186715, 0.112708, 58, 181
603, -0.186715, 0.112708, 64, 181
604, -0.188578, 0.111227, 77, 182
605, -0.188578, 0.111227, 33, 182
606, -0.188578, 0.111227, 30, 182
607, -0.188578, 0.111227, 57, 182
608, -0.187857, 0.11171, 69, 183
609, -0.187857, 0.11171, 34, 183
610, -0.187857, 0.11171, 32, 183
611, -0.187916, 0.111772, 27, 184
612, -0.187916, 0.111772, 32, 184
613, -0.188422, 0.111665, 9, 185
614, -0.188422, 0.111665, 40, 185
615, -0.188422, 0.111665, 4, 185
616, -0.1882, 0.111749, 43, 186
617, -0.1882, 0.111749, 55, 186
618, -0.187965, 0.111731, 4, 187
619, -0.187965, 0.111731, 3, 187
620, -0.189634, 0.10842, 13, 188
621, -0.189634, 0.10842, 70, 188
622, -0.189634, 0.10842, 52, 188
623, -0.189634, 0.10842, 77, 188
624, -0.188522, 0.111385, 63, 189
625, -0.188522, 0.111385, 36, 189
626, -0.188522, 0.111385, 72, 189
627, -0.186351, 0.112046, 36, 190
628, -0.188392, 0.111104, 3, 191
629, -0.188392, 0.111104, 11, 191
630, -0.188392, 0.111104, 57, 191
631, -0.188712, 0.11112, 41, 192
632, -0.188712, 0.11112, 3, 192
633, -0.188258, 0.110673, 36, 193
634, -0.18855, 0.111105, 11, 194
635, -0.18855, 0.111105, 37, 194
636, -0.18855, 0.111105, 56, 194
637, -0.188634, 0.111183, 10, 195
638, -0.188634, 0.111183, 26, 195
639, -0.188634, 0.111183, 67, 195
640, -0.188385, 0.111594, 7, 196
641, -0.188385, 0.111594, 28, 196
642, -0.188385, 0.111594, 43, 196
643, -0.188385, 0.111594, 5, 196
644, -0.188385, 0.111594, 58, 196
645, -0.188085, 0.110627, 13, 197
646, -0.188085, 0.110627, 74, 197
647, -0.188085, 0.110627, 46, 197
648, -0.188085, 0.110627, 72, 197
649, -0.188506, 0.11139, 1, 198
650, -0.188506, 0.11139, 71, 198
651, -0.187127, 0.111574, 50, 199
652, -0.187127, 0.111574, 29, 199
653, -0.185368, 0.109568, 76, 200
654, -0.185368, 0.109568, 71, 200
655, -0.185368, 0.109568, 41, 200
656, -0.185368, 0.109568, 27, 200
657, -0.186344, 0.11203, 65, 201
658, -0.186344, 0.11203, 35, 201
659, -0.188398, 0.111038, 78, 202
660, -0.188398, 0.111038, 75, 202
661, -0.188398, 0.111038, 59, 202
662, -0.188398, 0.111038, 54, 202
663, -0.188398, 0.111038, 72, 202
664, -0.188362, 0.110967, 1, 203
665, -0.188362, 0.110967, 10, 203
666, -0.188362, 0.110967, 0, 203
667, -0.188321, 0.111647, 14, 204
668, -0.188321, 0.111647, 41, 204
669, -0.186446, 0.112446, 1, 205
670, -0.186446, 0.112446, 32, 205
671, -0.186446, 0.112446, 55, 205
672, -0.186446, 0.112446, 24, 205
673, -0.186446, 0.112446, 74, 205
674, -0.188041, 0.111724, 13, 206
675, -0.188041, 0.111724, 48, 206
676, -0.188628, 0.11145, 77, 207
677, -0.188628, 0.11145, 46, 207
678, -0.188628, 0.11145, 41, 207
679, -0.186698, 0.112018, 42, 208
680, -0.186698, 0.112018, 2, 208
681, -0.186698, 0.112018, 59, 208
682, -0.186698, 0.112018, 44, 208
683, -0.188197, 0.111636, 32, 209
684, -0.188197, 0.111636, 23, 209
685, -0.188197, 0.111636, 13, 209
686, -0.188172, 0.107987, 51, 210
687, -0.188172, 0.107987, 39, 210
688, -0.188172, 0.107987, 59, 210
689, -0.187131, 0.109233, 61, 211
690, -0.187131, 0.109233, 30, 211
691, -0.187131, 0.109233, 28, 211
692, -0.187855, 0.111981, 42, 212
693, -0.187855, 0.111981, 21, 212
694, -0.188526, 0.111377, 19, 213
695, -0.188526, 0.111377, 3, 213
696, -0.188526, 0.111377, 77, 213
697, -0.185891, 0.110762, 46, 214
